datetime,CO,NO2,TEMP,RH,AH
2004-09-07T11:00:00Z,1.7,89,31.6,25.5,1.1638
2004-09-08T18:00:00Z,4,188,32.4,19.8,0.9484
2004-09-08T19:00:00Z,4.7,176,29.9,22.3,0.9235
2004-09-08T20:00:00Z,3.8,163,28.2,24.8,0.936
2004-09-08T21:00:00Z,2.8,155,26.8,28.9,1.0019
2004-09-08T22:00:00Z,2.6,146,25.1,32.3,1.0131
2004-09-08T23:00:00Z,2,131,25.4,30.5,0.9722
2004-09-09T00:00:00Z,1.4,119,24.9,28.3,0.8775
2004-09-09T01:00:00Z,1.2,98,23.2,30.5,0.8558
2004-09-09T02:00:00Z,0.6,89,22.3,33.6,0.8959
2004-09-09T04:00:00Z,0.2,68,21.4,35.7,0.8982
2004-09-09T05:00:00Z,0.4,65,21.7,33.4,0.8545
2004-09-09T06:00:00Z,0.6,81,20.3,35.5,0.8342
2004-09-09T07:00:00Z,3,136,19.7,37.5,0.8501
2004-09-09T08:00:00Z,3.2,130,21,35.6,0.8736
2004-09-09T09:00:00Z,3.5,157,25,28.9,0.9025
2004-09-09T10:00:00Z,3.1,171,31,21.9,0.9708
2004-09-09T11:00:00Z,2.2,143,34.9,18.5,1.0189
2004-09-09T12:00:00Z,1.7,116,37.1,15,0.9297
2004-09-09T13:00:00Z,2,129,35,17.3,0.9542
2004-09-09T14:00:00Z,2.5,168,35.1,17.5,0.9733
2004-09-09T15:00:00Z,2.4,152,35.4,16.6,0.9385
2004-09-09T16:00:00Z,2.9,175,38.4,13.8,0.9221
2004-09-09T17:00:00Z,4.2,212,37.6,14.5,0.9277
2004-09-09T18:00:00Z,5.4,220,35.2,16.6,0.9242
2004-09-09T19:00:00Z,4.3,175,31.2,25.5,1.1379
2004-09-09T20:00:00Z,3.6,165,29.3,30.7,1.229
2004-09-09T21:00:00Z,2,136,28.3,30.1,1.1392
2004-09-09T22:00:00Z,1.5,111,27.4,31.5,1.133
2004-09-09T23:00:00Z,1.5,114,26.2,35.7,1.1929
2004-09-10T00:00:00Z,1.2,96,25.2,38.1,1.2049
2004-09-10T01:00:00Z,1,75,24.4,39.1,1.1784
2004-09-10T02:00:00Z,0.5,58,23.7,39.1,1.1289
2004-09-10T04:00:00Z,0.4,41,24.5,38.5,1.1688
2004-09-10T05:00:00Z,0.5,55,22.4,43.5,1.1624
2004-09-10T06:00:00Z,0.7,73,22.3,43.8,1.1631
2004-09-10T07:00:00Z,2.4,108,21.4,45.8,1.1515
2004-09-10T08:00:00Z,4.1,147,22.9,41.3,1.1383
2004-09-10T09:00:00Z,3,150,26.6,30.3,1.0378
2004-09-10T10:00:00Z,2,131,30.3,23,0.977
2004-09-10T11:00:00Z,2.5,144,32.8,18.9,0.9234
2004-09-10T12:00:00Z,2.4,151,34.3,17.7,0.9416
2004-09-10T13:00:00Z,2.6,165,33.3,18.9,0.9536
2004-09-10T14:00:00Z,1.9,135,33,20.1,0.9959
2004-09-10T15:00:00Z,2.1,143,33.6,19.6,1.0029
2004-09-10T16:00:00Z,2.5,153,34.9,18.4,1.0106
2004-09-10T17:00:00Z,2.7,149,33.4,20.3,1.027
2004-09-10T18:00:00Z,3.3,164,31.6,22.7,1.041
2004-09-10T19:00:00Z,3.2,180,29.2,26.9,1.0709
2004-09-10T20:00:00Z,2.6,159,27.7,30.1,1.0991
2004-09-10T21:00:00Z,1.4,119,27.1,31,1.0991
2004-09-10T22:00:00Z,1.6,127,26,33.4,1.1071
2004-09-10T23:00:00Z,1.7,131,25.1,35.7,1.1222
2004-09-11T00:00:00Z,1.6,101,24.3,38.5,1.1525
2004-09-13T10:00:00Z,3.1,138,25.4,53,1.6963
2004-09-13T11:00:00Z,2.9,138,30,41.6,1.7324
2004-09-13T12:00:00Z,3,138,32.6,34.8,1.6872
2004-09-13T13:00:00Z,3,137,32.2,34.2,1.6145
2004-09-13T14:00:00Z,2.2,120,32.1,33.5,1.569
2004-09-13T15:00:00Z,2,208,32.6,31.8,1.5361
2004-09-13T16:00:00Z,2.3,128,35.2,25.2,1.4111
2004-09-13T17:00:00Z,3.1,145,34.3,24.7,1.3154
2004-09-13T19:00:00Z,6.2,168,29,36.6,1.4452
2004-09-13T20:00:00Z,4.7,177,27.1,42.2,1.4949
2004-09-13T21:00:00Z,3,172,26.1,46.4,1.5445
2004-09-13T22:00:00Z,2.1,112,25.1,49.4,1.548
2004-09-13T23:00:00Z,1,39,26,46.4,1.5375
2004-09-14T00:00:00Z,0.8,68,24.7,49.2,1.5116
2004-09-14T01:00:00Z,0.7,51,24.8,49,1.5092
2004-09-15T17:00:00Z,3.3,112,26.9,53.1,1.8557
2004-09-15T18:00:00Z,6.1,170,26.5,50.8,1.7334
2004-09-15T19:00:00Z,6.7,173,25.1,55.8,1.7511
2004-09-15T20:00:00Z,4.4,135,23.9,58.9,1.7276
2004-09-15T21:00:00Z,1.9,93,23.1,62.8,1.7562
2004-09-15T22:00:00Z,1.8,74,22.1,67.3,1.7671
2004-09-15T23:00:00Z,1.5,69,22.1,66.5,1.7441
2004-09-16T00:00:00Z,1.6,109,21.1,70.1,1.7366
2004-09-16T01:00:00Z,0.8,55,21.9,67.1,1.7394
2004-09-16T02:00:00Z,0.5,49,21.7,67.4,1.7262
2004-09-16T04:00:00Z,0.6,42,19.1,76,1.6668
2004-09-16T05:00:00Z,0.9,50,19.4,75.4,1.6802
2004-09-16T06:00:00Z,1.4,53,19.7,74.4,1.6829
2004-09-16T07:00:00Z,4.2,86,19.9,74.3,1.7083
2004-09-16T08:00:00Z,4.1,81,20.4,72.8,1.7198
2004-09-16T09:00:00Z,3.6,96,21.6,67.7,1.7254
2004-09-16T10:00:00Z,2.5,96,22.9,59.1,1.633
2004-09-16T11:00:00Z,1.3,79,18.7,73.1,1.5608
2004-09-16T12:00:00Z,1.7,95,21.1,58.3,1.4444
2004-09-16T13:00:00Z,2.1,127,23.3,47.1,1.3281
2004-09-16T14:00:00Z,1.7,102,22.9,47.9,1.3208
2004-09-16T15:00:00Z,1.9,107,23.3,46.2,1.301
2004-09-16T16:00:00Z,2.3,110,23.7,45.4,1.315
2004-09-16T17:00:00Z,3.3,124,23.8,46.1,1.3373
2004-09-16T18:00:00Z,3.5,113,23,49.3,1.3689
2004-09-16T19:00:00Z,3.6,104,21.9,53.1,1.3787
2004-09-16T20:00:00Z,2.9,117,21.3,54.8,1.3742
2004-09-16T21:00:00Z,2,94,21.2,55.2,1.3699
2004-09-17T00:00:00Z,1.1,109,21.3,55.8,1.3974
2004-09-17T01:00:00Z,0.8,72,21.4,52.1,1.3125
2004-09-17T02:00:00Z,0.5,40,20.6,56.6,1.3583
2004-09-17T04:00:00Z,0.3,23,19.7,61.9,1.4017
2004-09-17T05:00:00Z,0.3,24,19.6,59.1,1.3346
2004-09-17T06:00:00Z,0.5,41,19.8,56.7,1.2941
2004-09-17T07:00:00Z,2.4,99,20.2,55.6,1.3043
2004-09-17T08:00:00Z,2.2,91,19.7,57.8,1.3112
2004-09-17T09:00:00Z,1.4,81,20.2,53.1,1.2442
2004-09-17T10:00:00Z,1.6,95,22,47,1.2259
2004-09-17T11:00:00Z,1.6,113,23.5,41.6,1.1884
2004-09-17T12:00:00Z,1.6,89,22.8,41.8,1.1417
2004-09-17T13:00:00Z,2.1,88,23.4,40.4,1.15
2004-09-17T14:00:00Z,1.1,81,23.2,42.8,1.2017
2004-09-17T15:00:00Z,1.6,82,23.6,43.2,1.2433
2004-09-17T16:00:00Z,2.4,115,23.9,40.8,1.1937
2004-09-17T17:00:00Z,2.9,112,23.6,42.8,1.23
2004-09-17T18:00:00Z,2.7,116,23.2,43.3,1.2161
2004-09-17T19:00:00Z,3.1,129,22.8,42.5,1.1608
2004-09-17T20:00:00Z,2.2,110,22.3,42.2,1.1209
2004-09-17T21:00:00Z,1.5,105,22.1,43,1.1271
2004-09-17T22:00:00Z,1.2,90,22.2,42.7,1.1237
2004-09-17T23:00:00Z,1.3,94,22.1,42.8,1.1265
2004-09-18T00:00:00Z,1.4,96,22.1,43.5,1.1443
2004-09-18T01:00:00Z,0.9,70,21.5,45.6,1.1528
2004-09-18T02:00:00Z,0.7,57,21.1,44.5,1.098
2004-09-18T05:00:00Z,0.5,42,20.2,46.7,1.0899
2004-09-18T06:00:00Z,0.8,71,20.1,47.8,1.1144
2004-09-18T07:00:00Z,1.2,82,20,50.7,1.1724
2004-09-18T08:00:00Z,1.1,81,20.7,49.7,1.197
2004-09-18T09:00:00Z,1.6,89,24.3,39.5,1.1842
2004-09-18T10:00:00Z,1.4,83,25.4,34.8,1.1119
2004-09-18T11:00:00Z,1.2,82,26.6,30.7,1.0501
2004-09-18T12:00:00Z,1.4,78,27.7,28.1,1.0272
2004-09-18T13:00:00Z,1.6,79,27.6,28.7,1.0406
2004-09-18T14:00:00Z,1.1,78,27.6,29.2,1.0594
2004-09-18T15:00:00Z,1.1,73,28.1,28.6,1.0715
2004-09-18T16:00:00Z,1.3,73,29.1,26.8,1.0648
2004-09-18T17:00:00Z,1.5,100,28.4,28.3,1.0798
2004-09-18T18:00:00Z,2,122,26.6,32.1,1.102
2004-09-18T19:00:00Z,2.4,132,25.3,35.3,1.1262
2004-09-18T20:00:00Z,2,116,24.7,37.1,1.1397
2004-09-18T21:00:00Z,1.5,109,23.5,40.6,1.1588
2004-09-18T22:00:00Z,1.7,109,22.8,43.4,1.1915
2004-09-18T23:00:00Z,2.5,116,22.2,47.9,1.2626
2004-09-19T00:00:00Z,2.2,104,21.3,50.5,1.2652
2004-09-19T01:00:00Z,1.4,81,20.6,53.2,1.2742
2004-09-19T02:00:00Z,1.2,64,19.6,56.6,1.2797
2004-09-19T04:00:00Z,0.9,54,18.8,59.5,1.2758
2004-09-19T05:00:00Z,0.5,35,19.3,57,1.2603
2004-09-19T06:00:00Z,0.6,44,18.2,60.8,1.2567
2004-09-19T07:00:00Z,1,62,16.8,66.8,1.2721
2004-09-19T08:00:00Z,1.3,68,18.6,60,1.2757
2004-09-19T09:00:00Z,1.7,85,22.2,48,1.2678
2004-09-19T10:00:00Z,2.2,110,26.5,35.7,1.2149
2004-09-19T11:00:00Z,2.1,115,30,28.5,1.1883
2004-09-19T12:00:00Z,2.2,129,32.2,24.7,1.1696
2004-09-19T13:00:00Z,2,106,29.6,28.6,1.1628
2004-09-19T14:00:00Z,2,87,29.8,28.5,1.1809
2004-09-19T15:00:00Z,1.2,70,31.1,26.1,1.163
2004-09-19T16:00:00Z,1.8,106,34.6,22.4,1.212
2004-09-19T17:00:00Z,4.3,151,33.2,25.4,1.2722
2004-09-19T18:00:00Z,3.8,179,30,31.4,1.3074
2004-09-19T19:00:00Z,4.4,188,27.5,38.1,1.3756
2004-09-19T20:00:00Z,3.8,187,26.2,42.5,1.423
2004-09-19T21:00:00Z,1.9,121,24.7,46.4,1.4206
2004-09-19T22:00:00Z,1.7,99,23.6,50,1.4383
2004-09-19T23:00:00Z,1.8,100,22.7,53.6,1.4632
2004-09-20T00:00:00Z,1.1,79,22.7,53.8,1.4666
2004-09-20T01:00:00Z,0.8,57,22.8,53,1.4577
2004-09-20T02:00:00Z,0.7,43,21.4,57.6,1.4469
2004-09-20T04:00:00Z,0.5,50,19.5,63.5,1.4269
2004-09-20T05:00:00Z,0.5,47,20.2,60.8,1.4243
2004-09-20T06:00:00Z,0.9,60,19.4,63.5,1.4139
2004-09-20T07:00:00Z,3.5,91,18.7,65.6,1.4039
2004-09-20T09:00:00Z,5.7,159,23.5,49.7,1.4156
2004-09-20T10:00:00Z,3.5,173,26.4,41.9,1.4237
2004-09-20T11:00:00Z,3.7,174,29.9,34,1.4096
2004-09-20T12:00:00Z,3.1,165,31.5,30.8,1.4017
2004-09-20T13:00:00Z,3,136,30.2,30.2,1.2744
2004-09-20T14:00:00Z,2.6,125,30.5,29.3,1.2612
2004-09-20T15:00:00Z,2.4,122,31.8,27.4,1.2673
2004-09-20T16:00:00Z,2.6,124,34.3,23.2,1.2326
2004-09-20T17:00:00Z,5,184,34.1,23,1.2081
2004-09-20T18:00:00Z,5.6,200,30.5,29.2,1.2585
2004-09-20T19:00:00Z,6.5,225,28.1,32.4,1.2173
2004-09-20T20:00:00Z,4.1,168,26.5,31.7,1.0787
2004-09-20T21:00:00Z,2.1,118,24.8,33.7,1.0377
2004-09-20T22:00:00Z,2,115,23.9,38.1,1.1123
2004-09-20T23:00:00Z,1.4,94,23,43,1.1897
2004-09-21T00:00:00Z,0.8,62,23.5,44.7,1.2755
2004-09-21T01:00:00Z,0.8,68,22.3,47.7,1.2643
2004-09-21T02:00:00Z,0.6,50,22.1,49.8,1.3094
2004-09-21T04:00:00Z,0.4,36,20.8,55.9,1.3581
2004-09-21T05:00:00Z,0.6,53,18.8,63,1.3582
2004-09-21T06:00:00Z,1.4,79,18.3,65.5,1.3686
2004-09-21T07:00:00Z,5.6,133,18.2,66.1,1.3679
2004-09-21T08:00:00Z,7.3,148,19.6,60.7,1.3713
2004-09-21T09:00:00Z,5.3,161,22.6,51.4,1.392
2004-09-21T10:00:00Z,4.4,191,25.8,44.2,1.4512
2004-09-21T11:00:00Z,3.1,158,28.5,39,1.4928
2004-09-21T12:00:00Z,3.3,157,30.1,35.1,1.4782
2004-09-21T13:00:00Z,3.8,188,29.4,36.4,1.4718
2004-09-21T14:00:00Z,2.3,143,29.2,37.9,1.5116
2004-09-21T15:00:00Z,2.6,152,30.5,34.9,1.5015
2004-09-21T16:00:00Z,3.2,168,31.5,31.4,1.431
2004-09-21T17:00:00Z,5,205,31.2,31.4,1.3987
2004-09-21T18:00:00Z,5.6,204,28.5,37.2,1.4282
2004-09-21T19:00:00Z,5.4,210,26.7,42.3,1.4618
2004-09-21T20:00:00Z,4.4,173,24.8,49,1.5092
2004-09-21T21:00:00Z,2.4,123,23.6,53.6,1.5374
2004-09-21T22:00:00Z,1.5,92,23,55.8,1.548
2004-09-21T23:00:00Z,1.3,77,22.1,58.4,1.5393
2004-09-22T00:00:00Z,1.1,74,22.6,56.3,1.5233
2004-09-22T01:00:00Z,1,74,21,61.3,1.5031
2004-09-22T02:00:00Z,0.6,47,23,54,1.501
2004-09-22T04:00:00Z,0.6,44,18.3,70.8,1.4794
2004-09-22T05:00:00Z,0.8,69,18.1,72.5,1.4876
2004-09-22T06:00:00Z,1.5,79,18.3,71,1.4807
2004-09-22T07:00:00Z,4.1,108,18.5,68.9,1.4565
2004-09-22T08:00:00Z,5.5,119,20.1,62.7,1.461
2004-09-22T09:00:00Z,5.5,165,23.5,52,1.4833
2004-09-22T10:00:00Z,3.7,172,26.8,42.7,1.4864
2004-09-22T11:00:00Z,3.3,180,29.1,36.7,1.4543
2004-09-22T12:00:00Z,2.5,130,30.8,32,1.4014
2004-09-22T13:00:00Z,2.6,120,27.9,37,1.372
2004-09-22T14:00:00Z,2.2,117,28.5,37.3,1.4291
2004-09-22T15:00:00Z,2.6,141,30.2,32.9,1.3865
2004-09-22T16:00:00Z,2.9,151,32.9,27.7,1.3622
2004-09-22T17:00:00Z,5,218,32.2,28.8,1.3624
2004-09-22T18:00:00Z,5.1,213,28.8,39,1.5203
2004-09-22T19:00:00Z,5.2,194,26.7,43.3,1.4881
2004-09-22T20:00:00Z,3.8,167,24.6,54,1.6461
2004-09-22T21:00:00Z,2.2,115,23.4,59.9,1.6992
2004-09-22T22:00:00Z,2.1,98,22.5,62.6,1.6883
2004-09-22T23:00:00Z,1.8,93,22.9,62,1.7127
2004-09-23T00:00:00Z,1.6,87,22.2,64.9,1.719
2004-09-23T01:00:00Z,1.4,71,21.4,68.5,1.7261
2004-09-23T02:00:00Z,0.8,49,22.2,63,1.6673
2004-09-23T05:00:00Z,0.5,58,22.9,57.5,1.5879
2004-09-23T06:00:00Z,0.9,66,21.3,63.2,1.5794
2004-09-23T07:00:00Z,3.2,112,21.3,63.5,1.5941
2004-09-23T08:00:00Z,2.8,104,23.7,54.4,1.5765
2004-09-23T09:00:00Z,2.7,103,25,50.8,1.5903
2004-09-23T10:00:00Z,2.4,118,26.3,48.1,1.6199
2004-09-23T11:00:00Z,2.7,129,26.4,47.3,1.6006
2004-09-23T12:00:00Z,2.8,127,29.3,39.5,1.5855
2004-09-23T13:00:00Z,2.9,130,29,39.6,1.5581
2004-09-23T14:00:00Z,2.6,130,29.8,38,1.5642
2004-09-23T15:00:00Z,2.6,118,30.4,37.2,1.588
2004-09-23T16:00:00Z,3.2,146,31.5,34.9,1.5903
2004-09-23T17:00:00Z,4.6,190,31.6,34.8,1.5925
2004-09-23T18:00:00Z,4.9,189,29,40.5,1.5949
2004-09-23T19:00:00Z,4.7,173,27.2,45.9,1.6302
2004-09-23T20:00:00Z,3.3,148,26.2,48.7,1.6256
2004-09-23T21:00:00Z,2.3,116,25.1,50.5,1.584
2004-09-23T22:00:00Z,2.1,109,24.1,50.7,1.4959
2004-09-23T23:00:00Z,1.7,94,22.5,53.7,1.4486
2004-09-24T00:00:00Z,1,64,22.7,53.7,1.458
2004-09-24T01:00:00Z,0.9,59,21.5,57.9,1.4658
2004-09-24T02:00:00Z,0.7,64,22.3,55.8,1.4828
2004-09-24T04:00:00Z,0.4,52,21.1,59.9,1.4789
2004-09-24T05:00:00Z,0.5,55,20.4,63,1.4946
2004-09-24T06:00:00Z,1.3,83,20.8,62.2,1.5119
2004-09-24T07:00:00Z,3.5,114,21.3,61.6,1.5452
2004-09-24T08:00:00Z,5.5,137,21.9,60.2,1.56
2004-09-24T09:00:00Z,5.6,160,23,56.4,1.5614
2004-09-24T10:00:00Z,3.4,138,25.1,49.5,1.5572
2004-09-24T11:00:00Z,3.2,134,26.6,44.3,1.5229
2004-09-24T12:00:00Z,3.7,143,26.2,46,1.5422
2004-09-24T13:00:00Z,4.6,153,25.4,48.7,1.5594
2004-09-24T14:00:00Z,4.2,145,25.6,48.3,1.558
2004-09-24T15:00:00Z,3.3,123,25.7,47.8,1.5548
2004-09-24T16:00:00Z,2.7,96,24.9,49.2,1.5251
2004-09-24T17:00:00Z,2.2,107,18.3,75.4,1.5682
2004-09-24T18:00:00Z,2.8,119,16.3,73.9,1.3601
2004-09-24T19:00:00Z,2.9,109,15.6,75.7,1.3345
2004-09-24T20:00:00Z,2,107,15.4,76.6,1.3334
2004-09-24T21:00:00Z,0.7,57,14,75.4,1.1988
2004-09-24T22:00:00Z,0.6,60,14.9,60.5,1.0213
2004-09-24T23:00:00Z,1.2,22,15.5,50.9,0.888
2004-09-25T00:00:00Z,1.2,2,15.6,50,0.8773
2004-09-25T01:00:00Z,1.1,7,15.4,53.6,0.9326
2004-09-25T02:00:00Z,0.6,8,15.4,53.9,0.9334
2004-09-25T04:00:00Z,0.3,27,15.3,53.1,0.9181
2004-09-25T05:00:00Z,0.3,14,15.4,53.7,0.9295
2004-09-25T06:00:00Z,0.4,3,15.5,53.3,0.9308
2004-09-25T07:00:00Z,0.6,9,15.4,52.7,0.9178
2004-09-25T08:00:00Z,0.7,14,15.7,51.1,0.9056
2004-09-25T09:00:00Z,1,52,16.9,47.7,0.9142
2004-09-25T10:00:00Z,1.1,64,18.2,41.9,0.8674
2004-09-25T11:00:00Z,1.5,66,19.1,37,0.8104
2004-09-25T12:00:00Z,1.4,14,19.3,34.8,0.771
2004-09-25T13:00:00Z,1.4,9,19.8,31.2,0.7127
2004-09-25T14:00:00Z,1,12,19.8,31.1,0.7104
2004-09-25T15:00:00Z,0.9,14,20.2,28.6,0.6717
2004-09-25T16:00:00Z,1.1,21,22.1,24.8,0.6514
2004-09-25T17:00:00Z,1.3,43,21.1,27.7,0.6853
2004-09-25T18:00:00Z,1.8,62,20.1,30.3,0.7045
2004-09-25T19:00:00Z,2.4,68,19.5,33,0.7384
2004-09-25T20:00:00Z,2.7,81,19.3,32.3,0.7163
2004-09-25T21:00:00Z,1.7,88,18.4,33.2,0.6975
2004-09-25T22:00:00Z,2.2,99,17.8,36.5,0.7366
2004-09-25T23:00:00Z,2.8,98,17.8,39.9,0.8035
2004-09-26T00:00:00Z,2.4,97,17,43,0.8242
2004-09-26T01:00:00Z,2.5,101,15.5,52.2,0.9136
2004-09-26T02:00:00Z,1.4,90,15.6,51.9,0.9135
2004-09-26T05:00:00Z,0.9,55,12.5,63.2,0.9146
2004-09-26T06:00:00Z,0.6,46,13.6,57.6,0.8941
2004-09-26T07:00:00Z,1,56,12.2,63.2,0.8964
2004-09-26T08:00:00Z,1.6,83,14.6,56.4,0.9319
2004-09-26T09:00:00Z,0.9,55,19.8,38.6,0.8831
2004-09-26T10:00:00Z,0.9,47,21.6,33.4,0.8519
2004-09-26T11:00:00Z,1,61,22,32.2,0.8407
2004-09-26T12:00:00Z,1,58,22.7,30.2,0.8217
2004-09-26T13:00:00Z,0.9,59,22.3,30.4,0.8063
2004-09-26T14:00:00Z,0.9,54,22.1,30.5,0.7981
2004-09-26T15:00:00Z,0.9,69,22.1,29.5,0.7761
2004-09-26T16:00:00Z,0.9,54,23.4,27.1,0.7681
2004-09-26T17:00:00Z,2.7,95,23.1,27,0.7538
2004-09-26T18:00:00Z,2.2,99,21.5,31.4,0.7943
2004-09-26T19:00:00Z,3.3,127,20.3,35.5,0.833
2004-09-26T20:00:00Z,2.1,98,19.6,36.3,0.8193
2004-09-26T21:00:00Z,1.8,112,18.7,39.7,0.8482
2004-09-26T22:00:00Z,1.9,115,18,42.7,0.8745
2004-09-26T23:00:00Z,2.3,114,17.1,47.6,0.9208
2004-09-27T00:00:00Z,1.9,103,16.6,51.3,0.9634
2004-09-27T01:00:00Z,1.3,81,15.9,55.2,0.9881
2004-09-27T02:00:00Z,1,75,14.9,58.9,0.9891
2004-09-27T04:00:00Z,0.6,64,14,62.6,0.9948
2004-09-27T05:00:00Z,0.9,71,14.1,61.7,0.9844
2004-09-27T06:00:00Z,1.5,99,14.4,60.3,0.9802
2004-09-27T07:00:00Z,5.5,132,15,57.7,0.9778
2004-09-27T08:00:00Z,4,135,16.9,50.3,0.958
2004-09-27T09:00:00Z,1.8,94,19.7,40.2,0.9108
2004-09-27T10:00:00Z,1.9,103,22.2,33.6,0.8886
2004-09-27T11:00:00Z,1.7,123,23.7,29.6,0.8537
2004-09-27T12:00:00Z,1.6,95,21.9,30.7,0.7961
2004-09-27T13:00:00Z,1.9,90,22.3,29.5,0.7838
2004-09-27T14:00:00Z,1.6,99,23.8,27,0.7845
2004-09-27T15:00:00Z,1.8,107,23.3,28.3,0.8012
2004-09-27T16:00:00Z,2,112,24.2,27.2,0.8128
2004-09-27T17:00:00Z,3.1,132,25.1,25.8,0.8065
2004-09-27T18:00:00Z,3.9,148,22.3,29.2,0.7773
2004-09-27T19:00:00Z,4.3,158,20.8,32.5,0.7873
2004-09-27T20:00:00Z,3.5,145,19.1,36.8,0.8066
2004-09-27T21:00:00Z,2.4,128,18.1,39.9,0.8232
2004-09-27T22:00:00Z,1.5,105,17.4,42.8,0.8463
2004-09-27T23:00:00Z,1.3,90,16.7,46.6,0.8793
2004-09-28T00:00:00Z,1,85,17.1,46.8,0.9054
2004-09-28T01:00:00Z,0.8,73,15.3,51.9,0.8982
2004-09-28T02:00:00Z,0.5,74,15,52.8,0.8929
2004-09-28T04:00:00Z,0.5,61,12.8,59.8,0.8801
2004-09-28T05:00:00Z,0.7,69,11.9,62.7,0.8726
2004-09-28T06:00:00Z,1.2,82,12.1,62.6,0.8825
2004-09-28T07:00:00Z,2.4,120,13.5,58.2,0.8944
2004-09-28T08:00:00Z,4.3,135,14.4,55.7,0.9087
2004-09-28T09:00:00Z,4.1,152,17.8,45.7,0.9224
2004-09-28T10:00:00Z,3.7,177,21,37.2,0.9155
2004-09-28T11:00:00Z,3.4,181,24.5,29.8,0.9008
2004-09-28T12:00:00Z,3.8,176,26.4,26.4,0.8969
2004-09-28T13:00:00Z,4.1,163,25.2,26.8,0.8451
2004-09-28T14:00:00Z,3.4,174,26.1,24.8,0.8283
2004-09-28T15:00:00Z,2.3,117,26.2,24.4,0.8174
2004-09-28T16:00:00Z,3.2,145,28.9,21.3,0.8382
2004-09-28T17:00:00Z,4.8,173,28,23.3,0.8681
2004-09-28T18:00:00Z,6.7,204,24.7,27.9,0.8559
2004-09-28T19:00:00Z,7.5,209,23,33.6,0.9302
2004-09-28T20:00:00Z,4.5,175,20.9,45.8,1.1159
2004-09-28T21:00:00Z,2.1,129,19.8,48.6,1.113
2004-09-28T22:00:00Z,1.5,111,19.8,47.7,1.0885
2004-09-28T23:00:00Z,1.1,85,18.6,49.1,1.0435
2004-09-29T00:00:00Z,1.1,86,17.2,53.9,1.0498
2004-09-29T01:00:00Z,0.9,71,16.3,56.8,1.047
2004-09-29T02:00:00Z,0.5,60,17.4,53.4,1.0541
2004-09-29T05:00:00Z,0.4,45,17.1,52.5,1.013
2004-09-29T06:00:00Z,0.7,53,15.2,58.3,0.9986
2004-09-29T07:00:00Z,2,94,14.9,59.2,0.9985
2004-09-29T08:00:00Z,4.2,122,15.1,59,1.0086
2004-09-29T09:00:00Z,5.2,170,19,47.8,1.0434
2004-09-29T10:00:00Z,3.8,174,22.4,38.8,1.04
2004-09-29T11:00:00Z,3.7,191,25.4,33.3,1.0679
2004-09-29T12:00:00Z,3.4,179,27.2,30.4,1.081
2004-09-29T13:00:00Z,3.1,148,25.5,34.8,1.1152
2004-09-29T14:00:00Z,2.4,129,26.4,28.5,0.9658
2004-09-29T15:00:00Z,2.8,148,27.7,25.1,0.9158
2004-09-29T16:00:00Z,3.6,184,28.6,23.2,0.8917
2004-09-29T17:00:00Z,4,188,27.2,26.3,0.9317
2004-09-29T18:00:00Z,5.6,204,25.3,33,1.0473
2004-09-29T19:00:00Z,6.3,201,23.2,36.9,1.0346
2004-09-29T20:00:00Z,4.7,165,21.6,43.3,1.1019
2004-09-29T21:00:00Z,1.9,133,21.1,44.8,1.1088
2004-09-29T22:00:00Z,1.9,125,19.7,49.3,1.1148
2004-09-29T23:00:00Z,1.2,101,20.3,47.8,1.1281
2004-09-30T00:00:00Z,0.9,79,19.4,50.3,1.1201
2004-09-30T13:00:00Z,1.7,101,24.6,44.1,1.3477
2004-09-30T14:00:00Z,2.2,113,25.6,43.4,1.4049
2004-09-30T15:00:00Z,2.8,121,26.1,42.6,1.4172
2004-09-30T16:00:00Z,3.9,146,25.8,44.8,1.4644
2004-09-30T17:00:00Z,6.5,188,25.4,47.9,1.5346
2004-09-30T18:00:00Z,6.3,182,24.6,50,1.5241
2004-09-30T19:00:00Z,5.7,166,23.6,54.4,1.5687
2004-09-30T20:00:00Z,4.4,142,22.6,59.5,1.6155
2004-09-30T21:00:00Z,1.6,84,22.1,61.3,1.6133
2004-09-30T22:00:00Z,1.5,87,22.1,61.3,1.6053
2004-09-30T23:00:00Z,1.7,91,21.1,64.7,1.5956
2004-10-01T00:00:00Z,1.9,91,20.3,66.4,1.5591
2004-10-01T01:00:00Z,1.6,74,19.4,69.3,1.5418
2004-10-01T02:00:00Z,1.3,69,19,70.8,1.5417
2004-10-01T04:00:00Z,0.6,54,19.8,67.2,1.5322
2004-10-01T05:00:00Z,0.7,60,19,70.3,1.5308
2004-10-01T06:00:00Z,1.6,69,18.8,71.8,1.5372
2004-10-01T07:00:00Z,2.9,91,20.2,66.3,1.555
2004-10-01T08:00:00Z,4.1,97,20.8,64.3,1.563
2004-10-01T09:00:00Z,3.7,114,22.3,59.3,1.5705
2004-10-01T10:00:00Z,3.6,129,23.2,56.6,1.5929
2004-10-01T11:00:00Z,3.4,137,23.8,54.7,1.587
2004-10-01T12:00:00Z,3.7,134,23.5,56.2,1.6048
2004-10-01T13:00:00Z,4.1,132,23.9,54.4,1.5963
2004-10-01T15:00:00Z,2.4,105,25.4,47.4,1.517
2004-10-01T16:00:00Z,3.4,136,26.4,45.4,1.54
2004-10-01T17:00:00Z,5.6,169,25.8,46.9,1.5375
